indice,ingles_original,mediana_bertscore,limite_inferior,limite_superior,num_pares_total,num_pares_discrepantes,status,status_manual
847,Michael Kors to Buy Jimmy Choo in $1.2 Billion Deal,0.89,0.67,1.12,21,0,consistente,
848,"Possible Reason Mandalay Bay Shooter Needed Two ""Platforms"" in His Room.",0.9,0.68,1.13,21,0,consistente,
849,Sam and Alexis make relationship choices regarding Julian and Jason,0.86,0.65,1.08,21,0,consistente,
850,Blockchain May Become an Important Part of the Gold Market,0.92,0.69,1.16,21,0,consistente,
851,Sportscaster Dick Enberg Found Dead at Home at Age 82,0.9,0.67,1.12,21,0,consistente,
852,Sheriff Joe Arpaio Says He Would Accept Pardon from Donald Trump,0.94,0.71,1.18,21,0,consistente,
853,Saudi Arabia takes full control of the largest oil refinery in North America,0.94,0.71,1.18,21,0,consistente,
854,Dylan Marron Wants to Know Why People Hate One Another,0.76,0.57,0.95,21,6,discrepante,
855,Queen Elizabeth II faces problems with royal duties being neglected,0.86,0.65,1.08,21,0,consistente,
856,Trump’s Interior Secretary Is Overhauling Obama-Era Sage Grouse Protections,0.92,0.69,1.15,21,0,consistente,
857,"They Quietly Left the Church, but the Sexual Abuse Continued",0.83,0.62,1.04,21,0,consistente,
858,"Why I stand for the national anthem, and why I will never force anyone else to stand",0.9,0.67,1.12,21,0,consistente,
859,Vince Young surpassed by Marcus Mariota in Tennessee Titans record book,0.87,0.65,1.09,21,0,consistente,
860,Joseph P. Kennedy III Gives Democratic Response to State of the Union,0.86,0.65,1.08,21,0,consistente,
861,Illegal Immigrant Faces Federal Charges in Kate Steinle's Death,0.84,0.63,1.05,21,0,consistente,
862,And Then There Were Two: 2nd Woman Accuses Franken of Groping,0.71,0.54,0.89,21,1,discrepante,
863,Half A Billion Fewer Animals Were Killed Since 2007 Because People Are Eating Less Meat,0.81,0.6,1.01,21,0,consistente,
864,15-Minute Stand-Up Specials? Netflix Is Trying a New Format,0.86,0.65,1.08,21,0,consistente,
865,"Pope Urges End to Venezuela Violence, Prays for Victims",0.88,0.66,1.1,21,0,consistente,
866,Live-In Grandparents Helped Human Ancestors Get a Safer Night’s Sleep,0.78,0.59,0.98,21,0,consistente,
867,"Truck follows GPS directions onto boardwalk, leaving trail of damage behind",0.86,0.65,1.08,21,0,consistente,
868,Jeff Sessions Wants the Cops to Take More Money from Americans,0.94,0.71,1.18,21,0,consistente,
869,CERN Scientists Conclude “UNIVERSE SHOULDN’T EXIST”… Or Could They Be Wrong?,0.9,0.67,1.12,21,0,consistente,
870,"‘I Voted for Donald Trump, and I Regret It’",0.82,0.62,1.03,21,0,consistente,
871,Chester Bennington commits suicide at age 41 mainstream media report,0.82,0.61,1.02,21,0,consistente,
872,Pension Funding Policies are Putting Colorado’s Credit Rating at Risk,0.87,0.65,1.09,21,0,consistente,
873,National secret ‘inmate swap’ program may have spread ‘popular’ neo-Nazi prison gang’s ideology across US,0.89,0.67,1.11,21,0,consistente,
874,Four States Declare ‘State of Emergency’ as Tropical Storm Nate Approaches,0.84,0.63,1.05,21,0,consistente,
875,Pope Asks Forgiveness For ‘Pain And Shame’ Of Child Sex Abuse,0.86,0.65,1.08,21,0,consistente,
876,Dragon Ball Super' give the clue to easily defeat UI Vegito,0.73,0.55,0.91,21,4,discrepante,
877,General in Charge of US Nukes says he can Defy an ‘Illegal’ Strike Order from Trump,0.91,0.68,1.14,21,0,consistente,
878,SUDDEN JIHAD SYNDROME? Toronto police can’t seem to figure out the motive of a Muslim man who went on a shooting spree in Toronto,0.78,0.58,0.97,21,2,discrepante,
879,White nationalist rally: Obama quotes Nelson Mandela's 'Long Walk to freedom',0.89,0.67,1.11,21,0,consistente,
880,Trump voter admits he’d have to check with Trump first if Jesus Christ proved Russia collusion,0.93,0.69,1.16,21,0,consistente,
881,Trump appears to be serious in his efforts to defeat insufficiently loyal Republican Sen. Jeff Flake,0.84,0.63,1.04,21,0,consistente,
882,"Eduardo del Río, Cartoonist Who Mocked Politics and Religion, Dies at 83",0.9,0.68,1.13,21,0,consistente,
883,Truman Put Nukes In Guam And Gave The Order To Nuke North Korea,0.93,0.7,1.16,21,0,consistente,
884,O’Reilly Case Shows The Corporate Complicity in Workplace Abuse,0.87,0.65,1.09,21,0,consistente,
885,The Verge is now livestreaming “Circuit Breaker” on Twitter,0.89,0.66,1.11,21,0,consistente,
886,"Immigrant youth rallied for DREAM Act in D.C., the streets—and outside Speaker Ryan's house",0.89,0.67,1.11,21,0,consistente,
887,Someone tweeted this about their dad and the response was just amazing,0.92,0.69,1.15,21,0,consistente,
888,This Olympic Skier Wants to Save the World’s Snow,0.93,0.7,1.16,21,0,consistente,
889,"Libya: At Slave Auctions, Muslim Smugglers Are Selling Off Migrants For As Little As $$400",0.87,0.65,1.09,21,0,consistente,
890,Las Vegas Shooter Brought More Than 10 Suitcases Into The Hotel,0.9,0.67,1.12,21,0,consistente,
891,Roy Moore Finds a Rival From Afar: Gloria Allred,0.81,0.61,1.02,21,0,consistente,
892,"James Comey is tweeting again, this time quoting the chief Nuremberg prosecutor",0.87,0.65,1.09,21,0,consistente,
893,Black Man Who Wielded Flamethrower During White Nationalist Rally in Charlottesville is Arrested,0.91,0.68,1.14,21,0,consistente,
894,"Hah-Hah! Julian Assange Masterfully Trolls John Podesta For Complaining About Being a ""Victim""",0.83,0.62,1.04,21,0,consistente,
895,Amateur Hour: Axios Reporter Reveals Incompetence of His WH Sources,0.87,0.65,1.09,21,0,consistente,
896,Report Prepared for Congress Offers Details on ATF Funding,0.86,0.65,1.08,21,0,consistente,
897,This Female Small Business Owner Wants Tax Reform. Not Handouts.,0.82,0.62,1.03,21,0,consistente,
898,Alabama GOP now openly defending pedophilia in defense of Roy Moore,0.9,0.68,1.13,21,0,consistente,
899,Russia Used Facebook to Try to Spy on Macron Campaign,0.95,0.71,1.19,21,0,consistente,
900,Dwyane Wade shares his amazing Kobe Bryant story about their first matchup,0.95,0.71,1.19,21,0,consistente,
901,Ed Sheeran says no one wants to see him back in 'Game of Thrones',0.95,0.72,1.19,21,0,consistente,
902,Roy Moore claims victory over Trump's chosen candidate Luther Strange in Alabama Senate GOP runoff,0.9,0.67,1.12,21,0,consistente,
903,Federal Judge Rejects a Revised Voter ID Law in Texas,0.88,0.66,1.1,21,0,consistente,
904,Dragon Ball Xenoverse 2' DLC Pack 5 has a couple of surprises for players,0.9,0.68,1.13,21,0,consistente,
905,New Barbie Is Modeled After American Olympian Who Wears a Hijab,0.91,0.68,1.14,21,0,consistente,
906,Jerry Falwell Can't Say If There Were 'Very Fine People' in Charlottesville,0.97,0.72,1.21,21,0,consistente,
907,Tim Tebow Hits Homer After Embrace With Autistic Boy,0.85,0.64,1.06,21,0,consistente,
908,Photogallery - Trump insults the media in front of their children during W.H. Halloween event,0.89,0.67,1.11,21,0,consistente,
909,Far Cry 5': Coop Mission has a massive problem with mission progress,0.88,0.66,1.1,21,0,consistente,
910,NFL: The Kansas City Chiefs defeat the Philadelphia Eagles 27-20,0.84,0.63,1.06,21,0,consistente,
911,"Kidnapped Pharmacist Gives Violent Gunman Drugs, He Doesn’t Realize What Kind Until It’s Too Late",0.86,0.64,1.07,21,0,consistente,
912,Witnesses Tell How Percoco Gave Developers Access to the ‘Albany Game’,0.78,0.59,0.98,21,1,discrepante,
913,PERFORMANCE ANXIETY: John McAfee Says He Will Still ‘Eat His Own D*ck’ If Wrong About Bitcoin,0.8,0.6,1.0,21,0,consistente,
914,Photogallery - Al Gore compares Trump presidency to ‘Red Wedding’ episode of ‘Game of Thrones’,0.9,0.67,1.12,21,0,consistente,
915,CNN Panel Claims Trump Mentally Ill Then Denies It,0.81,0.61,1.02,21,0,consistente,
916,Jimmy Kimmel and Son Billy Make an Emotional Appeal to Fund the Children's Health Program...Now.,0.9,0.68,1.13,21,0,consistente,
917,"Norman Baker, Adventurer, Dies at 89; Crossed Atlantic on Reed Raft",0.87,0.65,1.08,21,0,consistente,
918,Tesla installs world’s largest lithium-ion battery in South Australia,0.94,0.71,1.18,21,0,consistente,
919,AWKWARD! MoveOn.org establishes ‘new definition of chutzpah’ by supporting this hashtag,0.82,0.62,1.03,21,0,consistente,
920,NFL Refuses to Run Veteran AMVETS Ad Asking People to Stand,0.88,0.66,1.09,21,0,consistente,
921,The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back (VIDEO),0.88,0.66,1.11,21,0,consistente,
922,Spoilers hint at drama unanswered questions and scheming on 'General Hospital',0.87,0.65,1.08,21,0,consistente,
923,Cindy Crawford and Rande Gerber Just Bought Another Incredible Home,0.84,0.63,1.05,21,0,consistente,
924,‘The Originals’ Season 5: Why did Paul Wesley refuse to do the crossover?,0.84,0.63,1.05,21,0,consistente,
925,75 Percent of Reishi Supplements Don’t Actually Contain Reishi Mushroom,0.91,0.68,1.14,21,0,consistente,
926,Back to Saturn? Five Missions Proposed to Follow Cassini,0.85,0.64,1.06,21,0,consistente,
927,Hurricane Irma Forces Yankees to Play Tampa Bay Rays at Citi Field,0.9,0.67,1.12,21,0,consistente,
928,Manafort accused of lying to bankruptcy court — by his own son-in-law,0.93,0.7,1.16,21,0,consistente,
929,Top DHS official resigns over past racist remarks...and I have a question...,0.94,0.7,1.17,21,0,consistente,
930,Photogallery - Ten Commandments monument in AK defaced less than 24 hours after installation,0.91,0.68,1.14,21,0,consistente,
931,There Are People Who WANT To Be Micro Chipped,0.84,0.63,1.05,21,0,consistente,
932,I'm Writing a Book About Andrew Cuomo (So You Don't Have To),0.86,0.65,1.08,21,0,consistente,
933,Hackers Exploit Recently Disclosed Microsoft Office Bug to Backdoor PCs,0.87,0.65,1.08,21,0,consistente,
934,Designer of Roy Halladay Plane Died While Flying One Earlier This Year,0.84,0.63,1.05,21,0,consistente,
935,Joe Biden Charging Hundreds of Dollars to Those Who Want a Signed Copy of His Latest Book,0.9,0.68,1.13,21,0,consistente,
936,Dragon Ball Super' a new Super Warrior will interrupt the Tournament of Power,0.88,0.66,1.1,21,0,consistente,
937,Bachelorette' star Chad Johnson reveals new woman in his life,0.83,0.62,1.04,21,0,consistente,
938,HOLY COW: Susan Rice tweet about Bowe Bergdahl and his family from 2014 will ENRAGE you,0.8,0.6,1.01,21,0,consistente,
939,Russia to counter Boeing’s Х37В with top secret MiG-41 project,0.85,0.64,1.06,21,0,consistente,
940,Rick Perry presides over bogus rewrite of energy report that contradicts its own findings,0.89,0.67,1.11,21,0,consistente,
941,"""I'm not rich,"" said the lawyer to the nurse, ""so we don't need campaign finance reform.""",0.95,0.71,1.18,21,0,consistente,
942,WATCH: Mitch McConnell condemns another Republican senator for sexual misconduct in 1995,0.93,0.7,1.17,21,0,consistente,
943,‘Coffee boy’ Papadopoulos regularly contacted top aide Stephen Miller and helped write Trump’s major foreign policy speech,0.91,0.68,1.14,21,0,consistente,
944,"David Ferry Won the National Book Award in His 80s. In His 90s, He Has Translated Virgil.",0.91,0.68,1.14,21,0,consistente,
945,There is no reason for the health insurance industry to exist,0.83,0.62,1.04,21,0,consistente,
946,"Trump-CNN Meme Creator Apologizes, Reveals Video POTUS Tweeted ‘Was Not Original Post’",0.89,0.66,1.11,21,0,consistente,
947,Google employees plotted with Antifa terror groups to wage violent revolution to overthrow President Trump,0.95,0.71,1.19,21,0,consistente,
948,"Signs in sky reveal America as 'Covenant' nation, says 'Blood Moons' discoverer",0.94,0.71,1.18,21,0,consistente,
949,"A federal judge just sent it back to him with a big ""No!""",0.88,0.66,1.1,21,0,consistente,
950,Think Beet and Goat Cheese Salad Is a Cliché? A New Recipe Proves It’s a Classic,0.86,0.64,1.07,21,0,consistente,
951,"Press Conference #2 – President Trump Answers Lengthy Media Questions on National Security, Policy and Status…",0.83,0.62,1.04,21,0,consistente,
952,Russian General Killed in Syria and You’ll Never Believe Who Gets the Blame,0.83,0.62,1.04,21,0,consistente,
953,What Can Tony Robbins Teach Us About Mass Shootings?,1.0,0.75,1.25,21,0,consistente,
954,Trump tries to change the subject from 'he knew what he signed up for' to uranium,0.88,0.66,1.1,21,0,consistente,
955,Fired TV Reporter: I’ve Received Thousands of ‘Sexual and Violent’ Threats,0.89,0.67,1.11,21,0,consistente,
956,Justin Trudeau welcomes refugees into Canada and then wishes he hadn’t,0.84,0.63,1.05,21,0,consistente,
957,"Trump, Putin agree to ceasefire deal for south-western Syria",0.88,0.66,1.1,21,0,consistente,
958,"Probably Not Good- Russian-funded Facebook ads backed Stein, Sanders and Trump-Politico",0.82,0.62,1.03,21,0,consistente,
959,"‘WTF is going on’? Paul Manafort is suing Rod Rosenstein, Robert Mueller, AND the DOJ",0.86,0.64,1.07,21,0,consistente,
960,Alibaba Co-Founder Joseph Tsai Said to Buy Brooklyn Nets Stake,0.88,0.66,1.1,21,0,consistente,
961,A Young Poet Loses His Rhythm and Finds His Voice,0.88,0.66,1.1,21,0,consistente,
962,Jeff Sessions just put a military general in charge of our federal prison system,0.91,0.68,1.14,21,0,consistente,
963,The makers of the Solarin secure cellie are building a bitphone,0.91,0.68,1.13,21,0,consistente,
964,Australia imposes new checks for arrivals from Gulf emirates,0.87,0.66,1.09,21,0,consistente,
965,"Little Boy Forgot Lunch Money And Asks School For Food, Look What They Gave Him",0.79,0.59,0.99,21,0,consistente,
966,AMAZING! Iranian Protesters Continue to Tear Down and Torch the Ayatollah Banners!,0.86,0.64,1.07,21,0,consistente,
967,P.S. I Love You: Postscripts a Powerful Marketing Tool,0.92,0.69,1.14,21,0,consistente,
968,Man Who Sheltered Homeless People in His Basement Stops After City Order,0.82,0.62,1.03,21,0,consistente,
969,"Today's ""Oh My"" Rant: Trump is Increasingly Doing it Alone",0.79,0.59,0.98,21,0,consistente,
970,Scientists May Have Found First Proof that We Live in A Multiverse,0.91,0.68,1.13,21,0,consistente,
971,Teen Mom 2': It seems like Chelsea Houska may be quitting the MTV series,0.89,0.67,1.11,21,0,consistente,
972,Russia State Media: Russians See Crimea as ‘First Step in the Reunification of Russia’,0.87,0.65,1.09,21,0,consistente,
973,Looking for a London Vacation Rental? We Tried the Plum Guide,0.88,0.66,1.11,21,0,consistente,
974,GOP Senatorial Committee Chair Says Senate Should Expel Roy Moore If He Wins,0.91,0.68,1.13,21,0,consistente,
975,Arrest Warrant Issued for Model Who Wore Tee-Shirt and Skirt in Saudi Arabia Streets,0.87,0.65,1.09,21,0,consistente,
976,What Would You Do If Satanists Erected a Giant Pentagram in Your Local Park?,0.96,0.72,1.2,21,0,consistente,
977,"Modern Love Podcast: Betty Gilpin Reads ‘A Lost Child, but Not Mine’",0.86,0.65,1.08,21,6,discrepante,
978,UnitedHealth Buys Large Doctors Group as Lines Blur in Health Care,0.79,0.6,0.99,21,0,consistente,
979,"Deliveryman in New York handed a noose by customer is left traumatized, unable to return to work",0.88,0.66,1.09,21,0,consistente,
980,"Man Sets Himself on Fire in Sydney, Protesting Immigration Policy",0.89,0.67,1.11,21,0,consistente,
981,Photogallery - Chinese workers expose physical and verbal abuse at Ivanka Trump factory,0.91,0.68,1.13,21,0,consistente,
982,Thousands of DACA Recipients Are Already Losing Their Protection From Deportation,0.85,0.63,1.06,21,0,consistente,
983,Hurricane Irma Makes Landfall in Caribbean as Category 5 Storm,0.82,0.61,1.02,21,0,consistente,
984,Chilling! UK Acid Attack Victim Speaks Out (Shocking Video),0.84,0.63,1.05,21,0,consistente,
985,Richard Branson Defies Irma From Wine Cellar in Caribbean,0.86,0.64,1.07,21,0,consistente,
986,"Transgender Recruits Welcome at Police Departments, Even if Trump Doesn’t Want Them",0.81,0.61,1.02,21,0,consistente,
987,What you don’t know could hurt you: Google censoring documents for the Banks?,0.9,0.67,1.12,21,0,consistente,
988,Man Ends Up in the Hospital After Drinking “Satan’s Shot” Vodka,0.79,0.59,0.98,21,0,consistente,
989,US congress threatens to cut payments to Iraqi Kurds,0.91,0.68,1.14,21,0,consistente,
990,What prompted Trump's ban on transgender service? Wall funding.,0.89,0.66,1.11,21,0,consistente,
991,Photogallery - Vince Young surpassed by Marcus Mariota in Tennessee Titans record book,0.93,0.7,1.16,21,0,consistente,
992,Josh Duggar may be replacing Derick Dillard on ‘Counting On’,0.9,0.68,1.13,21,0,consistente,
993,WATCH: Driver Broadcasts Alleged High-Speed Chase on Facebook Live,0.82,0.61,1.02,21,3,discrepante,
994,Palestinian PM to Visit Gaza Next Week for Reconciliation Efforts,0.81,0.61,1.01,21,0,consistente,
