frases_ingles,metrica,modelo,score
He washed his car yesterday.,COMET22,qwen,0.9830176830291748
He washed his car yesterday.,KIWI-XL,qwen,1.0361069440841675
He washed his car yesterday.,XCOMET-XL,qwen,1.0
He is attending a wedding.,ROUGE,gemini,0.7272727272727272
He is attending a wedding.,BLEU,gemini,0.0
He is attending a wedding.,BERTSCORE,gemini,0.9258723855018616
He is attending a wedding.,BLEURT,gemini,0.6840143203735352
He is attending a wedding.,COMET22,gemini,0.904008150100708
He is attending a wedding.,KIWI-XL,gemini,1.0455321073532104
He is attending a wedding.,XCOMET-XL,gemini,1.0
He is attending a wedding.,ROUGE,gemma3,1.0
He is attending a wedding.,BLEU,gemma3,1.0
He is attending a wedding.,BERTSCORE,gemma3,1.0
He is attending a wedding.,BLEURT,gemma3,1.1049069166183472
He is attending a wedding.,COMET22,gemma3,0.980781078338623
He is attending a wedding.,KIWI-XL,gemma3,0.9346720576286316
He is attending a wedding.,XCOMET-XL,gemma3,1.0
He is attending a wedding.,ROUGE,gemmaX,0.5454545454545454
He is attending a wedding.,BLEU,gemmaX,0.0
He is attending a wedding.,BERTSCORE,gemmaX,0.8972548246383667
He is attending a wedding.,BLEURT,gemmaX,0.5968645811080933
He is attending a wedding.,COMET22,gemmaX,0.8712199330329895
He is attending a wedding.,KIWI-XL,gemmaX,1.041754126548767
He is attending a wedding.,XCOMET-XL,gemmaX,1.0
He is attending a wedding.,ROUGE,gpt,0.8000000000000002
He is attending a wedding.,BLEU,gpt,0.0
He is attending a wedding.,BERTSCORE,gpt,0.9454580545425415
He is attending a wedding.,BLEURT,gpt,0.733742356300354
He is attending a wedding.,COMET22,gpt,0.8844107389450073
He is attending a wedding.,KIWI-XL,gpt,1.0030593872070312
He is attending a wedding.,XCOMET-XL,gpt,0.9912000298500061
He is attending a wedding.,ROUGE,llama,0.5454545454545454
He is attending a wedding.,BLEU,llama,0.0
He is attending a wedding.,BERTSCORE,llama,0.8972548246383667
He is attending a wedding.,BLEURT,llama,0.5968645811080933
He is attending a wedding.,COMET22,llama,0.88105708360672
He is attending a wedding.,KIWI-XL,llama,1.0390273332595825
He is attending a wedding.,XCOMET-XL,llama,1.0
He is attending a wedding.,ROUGE,marian,0.6
He is attending a wedding.,BLEU,marian,0.0
He is attending a wedding.,BERTSCORE,marian,0.9165248274803162
He is attending a wedding.,BLEURT,marian,0.5194284915924072
He is attending a wedding.,COMET22,marian,0.8544163107872009
He is attending a wedding.,KIWI-XL,marian,1.0216867923736572
He is attending a wedding.,XCOMET-XL,marian,0.9912000298500061
He is attending a wedding.,ROUGE,meta,0.7272727272727272
He is attending a wedding.,BLEU,meta,0.0
He is attending a wedding.,BERTSCORE,meta,0.9258723855018616
He is attending a wedding.,BLEURT,meta,0.6840143203735352
He is attending a wedding.,COMET22,meta,0.905609130859375
He is attending a wedding.,KIWI-XL,meta,1.0591119527816772
He is attending a wedding.,XCOMET-XL,meta,1.0
He is attending a wedding.,ROUGE,mistral,0.8000000000000002
He is attending a wedding.,BLEU,mistral,0.0
He is attending a wedding.,BERTSCORE,mistral,0.9454580545425415
He is attending a wedding.,BLEURT,mistral,0.733742356300354
He is attending a wedding.,COMET22,mistral,0.8844107389450073
He is attending a wedding.,KIWI-XL,mistral,1.0030593872070312
He is attending a wedding.,XCOMET-XL,mistral,0.9912000298500061
He is attending a wedding.,ROUGE,qwen,1.0
He is attending a wedding.,BLEU,qwen,1.0
He is attending a wedding.,BERTSCORE,qwen,1.0
He is attending a wedding.,BLEURT,qwen,1.1049069166183472
He is attending a wedding.,COMET22,qwen,0.9810524582862854
He is attending a wedding.,KIWI-XL,qwen,0.9812219142913818
He is attending a wedding.,XCOMET-XL,qwen,1.0
He is making a cup of coffee.,ROUGE,gemini,1.0
He is making a cup of coffee.,BLEU,gemini,1.0
He is making a cup of coffee.,BERTSCORE,gemini,1.0
He is making a cup of coffee.,BLEURT,gemini,1.0854741334915161
He is making a cup of coffee.,COMET22,gemini,0.9687075018882751
He is making a cup of coffee.,KIWI-XL,gemini,1.0117110013961792
He is making a cup of coffee.,XCOMET-XL,gemini,1.0
He is making a cup of coffee.,ROUGE,gemma3,0.8571428571428571
He is making a cup of coffee.,BLEU,gemma3,0.7013967267997694
He is making a cup of coffee.,BERTSCORE,gemma3,0.9716286063194275
He is making a cup of coffee.,BLEURT,gemma3,1.0148842334747314
He is making a cup of coffee.,COMET22,gemma3,0.9336549043655396
He is making a cup of coffee.,KIWI-XL,gemma3,1.0139511823654175
He is making a cup of coffee.,XCOMET-XL,gemma3,1.0
He is making a cup of coffee.,ROUGE,gemmaX,0.8571428571428571
He is making a cup of coffee.,BLEU,gemmaX,0.7013967267997694
He is making a cup of coffee.,BERTSCORE,gemmaX,0.9716286063194275
He is making a cup of coffee.,BLEURT,gemmaX,1.0148842334747314
He is making a cup of coffee.,COMET22,gemmaX,0.9336548447608948
He is making a cup of coffee.,KIWI-XL,gemmaX,1.0139511823654175
He is making a cup of coffee.,XCOMET-XL,gemmaX,1.0
He is making a cup of coffee.,ROUGE,gpt,1.0
He is making a cup of coffee.,BLEU,gpt,1.0
He is making a cup of coffee.,BERTSCORE,gpt,1.0
He is making a cup of coffee.,BLEURT,gpt,1.0854741334915161
He is making a cup of coffee.,COMET22,gpt,0.9687075018882751
He is making a cup of coffee.,KIWI-XL,gpt,1.0093001127243042
He is making a cup of coffee.,XCOMET-XL,gpt,1.0
He is making a cup of coffee.,ROUGE,llama,1.0
He is making a cup of coffee.,BLEU,llama,1.0
He is making a cup of coffee.,BERTSCORE,llama,1.0
He is making a cup of coffee.,BLEURT,llama,1.0854741334915161
He is making a cup of coffee.,COMET22,llama,0.9705793261528015
He is making a cup of coffee.,KIWI-XL,llama,1.0501607656478882
He is making a cup of coffee.,XCOMET-XL,llama,1.0
He is making a cup of coffee.,ROUGE,marian,0.8571428571428571
He is making a cup of coffee.,BLEU,marian,0.7013967267997694
He is making a cup of coffee.,BERTSCORE,marian,0.9716286063194275
He is making a cup of coffee.,BLEURT,marian,1.0148842334747314
He is making a cup of coffee.,COMET22,marian,0.9300623536109924
He is making a cup of coffee.,KIWI-XL,marian,1.0124258995056152
He is making a cup of coffee.,XCOMET-XL,marian,1.0
He is making a cup of coffee.,ROUGE,meta,0.36363636363636365
He is making a cup of coffee.,BLEU,meta,0.0
He is making a cup of coffee.,BERTSCORE,meta,0.8566426634788513
He is making a cup of coffee.,BLEURT,meta,-0.5065655708312988
He is making a cup of coffee.,COMET22,meta,0.7714196443557739
He is making a cup of coffee.,KIWI-XL,meta,0.9478157162666321
He is making a cup of coffee.,XCOMET-XL,meta,0.9478622674942017
He is making a cup of coffee.,ROUGE,mistral,1.0
He is making a cup of coffee.,BLEU,mistral,1.0
He is making a cup of coffee.,BERTSCORE,mistral,1.0
He is making a cup of coffee.,BLEURT,mistral,1.0854741334915161
He is making a cup of coffee.,COMET22,mistral,0.9687075018882751
He is making a cup of coffee.,KIWI-XL,mistral,1.0093001127243042
He is making a cup of coffee.,XCOMET-XL,mistral,1.0
He is making a cup of coffee.,ROUGE,qwen,0.7272727272727273
He is making a cup of coffee.,BLEU,qwen,0.0
He is making a cup of coffee.,BERTSCORE,qwen,0.9435803294181824
He is making a cup of coffee.,BLEURT,qwen,0.7224375009536743
He is making a cup of coffee.,COMET22,qwen,0.9146230816841125
He is making a cup of coffee.,KIWI-XL,qwen,1.0240191221237183
He is making a cup of coffee.,XCOMET-XL,qwen,1.0
He is having breakfast with his family.,ROUGE,gemini,1.0
He is having breakfast with his family.,BLEU,gemini,1.0
He is having breakfast with his family.,BERTSCORE,gemini,1.0
He is having breakfast with his family.,BLEURT,gemini,1.0873652696609497
He is having breakfast with his family.,COMET22,gemini,0.9803426861763
He is having breakfast with his family.,KIWI-XL,gemini,1.0241049528121948
He is having breakfast with his family.,XCOMET-XL,gemini,1.0
He is having breakfast with his family.,ROUGE,gemma3,1.0
He is having breakfast with his family.,BLEU,gemma3,1.0
He is having breakfast with his family.,BERTSCORE,gemma3,1.0
He is having breakfast with his family.,BLEURT,gemma3,1.0873652696609497
He is having breakfast with his family.,COMET22,gemma3,0.9788892865180969
He is having breakfast with his family.,KIWI-XL,gemma3,0.9655227065086365
He is having breakfast with his family.,XCOMET-XL,gemma3,1.0
He is having breakfast with his family.,ROUGE,gemmaX,0.8571428571428571
He is having breakfast with his family.,BLEU,gemmaX,0.7013967267997694
He is having breakfast with his family.,BERTSCORE,gemmaX,0.9638288617134094
He is having breakfast with his family.,BLEURT,gemmaX,1.010725736618042
He is having breakfast with his family.,COMET22,gemmaX,0.9534789323806763
He is having breakfast with his family.,KIWI-XL,gemmaX,1.0037680864334106
He is having breakfast with his family.,XCOMET-XL,gemmaX,1.0
He is having breakfast with his family.,ROUGE,gpt,1.0
He is having breakfast with his family.,BLEU,gpt,1.0
He is having breakfast with his family.,BERTSCORE,gpt,1.0
He is having breakfast with his family.,BLEURT,gpt,1.0873652696609497
He is having breakfast with his family.,COMET22,gpt,0.9803426861763
He is having breakfast with his family.,KIWI-XL,gpt,0.999482274055481
He is having breakfast with his family.,XCOMET-XL,gpt,1.0
He is having breakfast with his family.,ROUGE,llama,0.8571428571428571
He is having breakfast with his family.,BLEU,llama,0.7013967267997694
He is having breakfast with his family.,BERTSCORE,llama,0.9638288617134094
He is having breakfast with his family.,BLEURT,llama,1.010725736618042
He is having breakfast with his family.,COMET22,llama,0.9535964131355286
He is having breakfast with his family.,KIWI-XL,llama,0.9981831312179565
He is having breakfast with his family.,XCOMET-XL,llama,1.0
He is having breakfast with his family.,ROUGE,marian,0.8571428571428571
He is having breakfast with his family.,BLEU,marian,0.7013967267997694
He is having breakfast with his family.,BERTSCORE,marian,0.9638288617134094
He is having breakfast with his family.,BLEURT,marian,1.010725736618042
He is having breakfast with his family.,COMET22,marian,0.9472790360450745
He is having breakfast with his family.,KIWI-XL,marian,0.8784241080284119
He is having breakfast with his family.,XCOMET-XL,marian,1.0
He is having breakfast with his family.,ROUGE,meta,0.5714285714285714
He is having breakfast with his family.,BLEU,meta,0.0
He is having breakfast with his family.,BERTSCORE,meta,0.8962735533714294
He is having breakfast with his family.,BLEURT,meta,-0.09049709141254425
He is having breakfast with his family.,COMET22,meta,0.8139589428901672
He is having breakfast with his family.,KIWI-XL,meta,0.6216023564338684
He is having breakfast with his family.,XCOMET-XL,meta,0.8624885082244873
He is having breakfast with his family.,ROUGE,mistral,1.0
He is having breakfast with his family.,BLEU,mistral,1.0
He is having breakfast with his family.,BERTSCORE,mistral,1.0
He is having breakfast with his family.,BLEURT,mistral,1.0873652696609497
He is having breakfast with his family.,COMET22,mistral,0.9803426861763
He is having breakfast with his family.,KIWI-XL,mistral,0.999482274055481
He is having breakfast with his family.,XCOMET-XL,mistral,1.0
He is having breakfast with his family.,ROUGE,qwen,1.0
He is having breakfast with his family.,BLEU,qwen,1.0
He is having breakfast with his family.,BERTSCORE,qwen,1.0
He is having breakfast with his family.,BLEURT,qwen,1.0873652696609497
He is having breakfast with his family.,COMET22,qwen,0.9803426861763
He is having breakfast with his family.,KIWI-XL,qwen,0.9994825124740601
He is having breakfast with his family.,XCOMET-XL,qwen,1.0
He went for a jog in the morning.,ROUGE,gemini,0.875
He went for a jog in the morning.,BLEU,gemini,0.5969491792019646
He went for a jog in the morning.,BERTSCORE,gemini,0.9452149271965027
He went for a jog in the morning.,BLEURT,gemini,0.8377346992492676
He went for a jog in the morning.,COMET22,gemini,0.9403389692306519
He went for a jog in the morning.,KIWI-XL,gemini,1.0146901607513428
He went for a jog in the morning.,XCOMET-XL,gemini,1.0
He went for a jog in the morning.,ROUGE,gemma3,0.875
He went for a jog in the morning.,BLEU,gemma3,0.5969491792019646
He went for a jog in the morning.,BERTSCORE,gemma3,0.9452149271965027
He went for a jog in the morning.,BLEURT,gemma3,0.8377346992492676
He went for a jog in the morning.,COMET22,gemma3,0.9403389096260071
He went for a jog in the morning.,KIWI-XL,gemma3,1.0212355852127075
He went for a jog in the morning.,XCOMET-XL,gemma3,0.9912000298500061
He went for a jog in the morning.,ROUGE,gemmaX,0.7142857142857143
He went for a jog in the morning.,BLEU,gemmaX,0.3674145494215667
He went for a jog in the morning.,BERTSCORE,gemmaX,0.9152361154556274
He went for a jog in the morning.,BLEURT,gemmaX,0.7916877269744873
He went for a jog in the morning.,COMET22,gemmaX,0.9189812541007996
He went for a jog in the morning.,KIWI-XL,gemmaX,1.0332767963409424
He went for a jog in the morning.,XCOMET-XL,gemmaX,0.9912000298500061
He went for a jog in the morning.,ROUGE,gpt,0.6666666666666666
He went for a jog in the morning.,BLEU,gpt,0.3376459109063278
He went for a jog in the morning.,BERTSCORE,gpt,0.9173327684402466
He went for a jog in the morning.,BLEURT,gpt,-0.607904851436615
He went for a jog in the morning.,COMET22,gpt,0.671994686126709
He went for a jog in the morning.,KIWI-XL,gpt,0.524636447429657
He went for a jog in the morning.,XCOMET-XL,gpt,0.8426483869552612
He went for a jog in the morning.,ROUGE,llama,0.875
He went for a jog in the morning.,BLEU,llama,0.5969491792019646
He went for a jog in the morning.,BERTSCORE,llama,0.9452149271965027
He went for a jog in the morning.,BLEURT,llama,0.8377346992492676
He went for a jog in the morning.,COMET22,llama,0.9415333867073059
He went for a jog in the morning.,KIWI-XL,llama,1.0126736164093018
He went for a jog in the morning.,XCOMET-XL,llama,0.9912000298500061
He went for a jog in the morning.,ROUGE,marian,0.6153846153846154
He went for a jog in the morning.,BLEU,marian,0.3258798048281462
He went for a jog in the morning.,BERTSCORE,marian,0.8956508636474609
He went for a jog in the morning.,BLEURT,marian,0.2836574614048004
He went for a jog in the morning.,COMET22,marian,0.8051162362098694
He went for a jog in the morning.,KIWI-XL,marian,0.8387052416801453
He went for a jog in the morning.,XCOMET-XL,marian,0.9860664010047913
He went for a jog in the morning.,ROUGE,meta,0.875
He went for a jog in the morning.,BLEU,meta,0.5969491792019646
He went for a jog in the morning.,BERTSCORE,meta,0.9452149271965027
He went for a jog in the morning.,BLEURT,meta,0.8377346992492676
He went for a jog in the morning.,COMET22,meta,0.9407833814620972
He went for a jog in the morning.,KIWI-XL,meta,0.9725125432014465
He went for a jog in the morning.,XCOMET-XL,meta,1.0
He went for a jog in the morning.,ROUGE,mistral,0.7142857142857143
He went for a jog in the morning.,BLEU,mistral,0.3674145494215667
He went for a jog in the morning.,BERTSCORE,mistral,0.9078906774520874
He went for a jog in the morning.,BLEURT,mistral,0.6093694567680359
He went for a jog in the morning.,COMET22,mistral,0.8890538811683655
He went for a jog in the morning.,KIWI-XL,mistral,1.0109466314315796
He went for a jog in the morning.,XCOMET-XL,mistral,1.0
He went for a jog in the morning.,ROUGE,qwen,0.875
He went for a jog in the morning.,BLEU,qwen,0.5969491792019646
He went for a jog in the morning.,BERTSCORE,qwen,0.9452149271965027
He went for a jog in the morning.,BLEURT,qwen,0.8377346992492676
He went for a jog in the morning.,COMET22,qwen,0.9401698708534241
He went for a jog in the morning.,KIWI-XL,qwen,0.9791491031646729
He went for a jog in the morning.,XCOMET-XL,qwen,1.0
He enjoyed a cup of coffee in the morning.,ROUGE,gemini,1.0
He enjoyed a cup of coffee in the morning.,BLEU,gemini,1.0
He enjoyed a cup of coffee in the morning.,BERTSCORE,gemini,1.0
