indice,dataset,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
408,manual_data,built like a tank,construído como um tanque,gemmaX,sem_prompt,gemma3,prompt4,Forte como um touro.,0.902
683,manual_data,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",gemini,prompt2,gpt,prompt2,Ele joga futebol todo fim de semana.,0.9552
683,manual_data,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",gemini,prompt2,gpt,prompt4,Ele joga bola todo fim de semana.,0.9661
683,manual_data,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",gemini,prompt2,gemini,prompt4,Ele veste a camisa todo fim de semana.,0.9741
683,manual_data,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",gemini,prompt2,gemma3,prompt2,Ele joga futebol todo fim de semana.,0.9552
683,manual_data,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",gemini,prompt2,gemma3,prompt4,Ele dribla o fim de semana a cada sábado e domingo.,0.9215
683,manual_data,He plays soccer every weekend.,"Ele joga futebol todo fim de semana.
",gemini,prompt2,gemmaX,sem_prompt,Ele joga futebol todo final de semana.,0.9624
437,manual_data,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gpt,prompt2,Eles estão jogando basquete no quintal.,0.95
437,manual_data,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gpt,prompt4,Eles estão fazendo uma partida de basquete no quintal.,0.9809
437,manual_data,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gemini,prompt2,Eles estão jogando basquete no quintal.,0.95
437,manual_data,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gemini,prompt4,Eles estão duelando cestas no quintal.,0.9253
437,manual_data,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gemma3,prompt2,Eles estão jogando basquete no quintal.,0.95
437,manual_data,They are playing basketball in the yard.,Eles estão jogando basquete no quintal.,gemmaX,sem_prompt,gemma3,prompt4,Eles estão se divertindo à toa no quintal.,0.9286
22,manual_data,She is giving a presentation at work.,"Ela está fazendo uma apresentação no trabalho.
",gemma3,prompt2,gpt,prompt2,Ela está fazendo uma apresentação no trabalho.,0.9541
22,manual_data,She is giving a presentation at work.,"Ela está fazendo uma apresentação no trabalho.
",gemma3,prompt2,gpt,prompt4,Ela está fazendo uma apresentação no trabalho.,0.9541
22,manual_data,She is giving a presentation at work.,"Ela está fazendo uma apresentação no trabalho.
",gemma3,prompt2,gemini,prompt2,Ela está apresentando no trabalho.,0.9802
22,manual_data,She is giving a presentation at work.,"Ela está fazendo uma apresentação no trabalho.
",gemma3,prompt2,gemini,prompt4,Ela está no palco no trabalho.,0.988
22,manual_data,She is giving a presentation at work.,"Ela está fazendo uma apresentação no trabalho.
",gemma3,prompt2,gemma3,prompt4,Ela está expondo suas cartas no trabalho.,0.9351
22,manual_data,She is giving a presentation at work.,"Ela está fazendo uma apresentação no trabalho.
",gemma3,prompt2,gemmaX,sem_prompt,Ela está dando uma apresentação no trabalho.,0.9516
551,manual_data,burning bridges,"Queimando pontes
",gemini,prompt2,gpt,prompt2,queimando pontes,0.9385
551,manual_data,burning bridges,"Queimando pontes
",gemini,prompt2,gpt,prompt4,queimar os barcos,0.8922
551,manual_data,burning bridges,"Queimando pontes
",gemini,prompt2,gemini,prompt4,Queimar as pontes,0.8895
551,manual_data,burning bridges,"Queimando pontes
",gemini,prompt2,gemma3,prompt2,Queimar pontes,0.8977
551,manual_data,burning bridges,"Queimando pontes
",gemini,prompt2,gemma3,prompt4,Queimar as pontes.,0.8699
551,manual_data,burning bridges,"Queimando pontes
",gemini,prompt2,gemmaX,sem_prompt,queimar pontes,0.9059
346,manual_data,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",gemini,prompt2,gpt,prompt2,Ela jogou cartas com os amigos.,0.9739
346,manual_data,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",gemini,prompt2,gpt,prompt4,Ela jogou na sorte com suas amigas.,0.9641
346,manual_data,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",gemini,prompt2,gemini,prompt4,Ela jogou cartas com as amigas.,0.9778
346,manual_data,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",gemini,prompt2,gemma3,prompt2,Ela jogou cartas com seus amigos.,0.9734
346,manual_data,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",gemini,prompt2,gemma3,prompt4,Ela passou a tarde se divertindo com as cartas e as amigas.,0.9401
346,manual_data,She played cards with her friends.,"Ela jogou cartas com as amigas dela.
",gemini,prompt2,gemmaX,sem_prompt,Ela jogava cartas com seus amigos.,0.9764
307,manual_data,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,gemma3,prompt2,gpt,prompt2,Eles foram às compras por roupas novas.,0.952
307,manual_data,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,gemma3,prompt2,gpt,prompt4,Eles foram às compras por novas roupas.,0.9754
307,manual_data,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,gemma3,prompt2,gemini,prompt2,Eles foram comprar roupas novas.,0.9715
307,manual_data,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,gemma3,prompt2,gemini,prompt4,Foram às compras para trocar de pele.,0.9167
307,manual_data,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,gemma3,prompt2,gemma3,prompt4,Foram às compras renovar o guarda-roupa.,0.8966
307,manual_data,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,gemma3,prompt2,gemmaX,sem_prompt,Eles foram comprar roupas novas.,0.9715
67,manual_data,butterfly effect,efeito borboleta,gemmaX,sem_prompt,gpt,prompt2,efeito borboleta,0.95
67,manual_data,butterfly effect,efeito borboleta,gemmaX,sem_prompt,gpt,prompt4,efeito borboleta,0.95
67,manual_data,butterfly effect,efeito borboleta,gemmaX,sem_prompt,gemini,prompt2,Efeito borboleta,0.8906
67,manual_data,butterfly effect,efeito borboleta,gemmaX,sem_prompt,gemini,prompt4,Efeito borboleta.,0.8636
67,manual_data,butterfly effect,efeito borboleta,gemmaX,sem_prompt,gemma3,prompt2,Efeito borboleta,0.8906
67,manual_data,butterfly effect,efeito borboleta,gemmaX,sem_prompt,gemma3,prompt4,O efeito borboleta.,0.891
187,manual_data,He read a book before bed.,"Ele leu um livro antes de dormir.
",gemini,prompt2,gpt,prompt2,Ele leu um livro antes de dormir.,0.9557
187,manual_data,He read a book before bed.,"Ele leu um livro antes de dormir.
",gemini,prompt2,gpt,prompt4,Ele mergulhou em um livro antes de dormir.,0.9501
187,manual_data,He read a book before bed.,"Ele leu um livro antes de dormir.
",gemini,prompt2,gemini,prompt4,Ele se afogou em palavras antes de dormir.,0.9365
187,manual_data,He read a book before bed.,"Ele leu um livro antes de dormir.
",gemini,prompt2,gemma3,prompt2,Ele leu um livro antes de dormir.,0.9557
187,manual_data,He read a book before bed.,"Ele leu um livro antes de dormir.
",gemini,prompt2,gemma3,prompt4,Ele mergulhou em páginas antes de dormir.,0.948
187,manual_data,He read a book before bed.,"Ele leu um livro antes de dormir.
",gemini,prompt2,gemmaX,sem_prompt,Ele leu um livro antes de dormir.,0.9557
62,manual_data,a skeleton in the closet,um esqueleto no armário,gpt,prompt2,gpt,prompt4,esqueleto no armário,0.9551
62,manual_data,a skeleton in the closet,um esqueleto no armário,gpt,prompt2,gemini,prompt2,Um segredo sujo.,0.8683
62,manual_data,a skeleton in the closet,um esqueleto no armário,gpt,prompt2,gemini,prompt4,Esqueleto no armário.,0.8798
62,manual_data,a skeleton in the closet,um esqueleto no armário,gpt,prompt2,gemma3,prompt2,Um segredo vergonhoso.,0.8413
62,manual_data,a skeleton in the closet,um esqueleto no armário,gpt,prompt2,gemma3,prompt4,Um segredo vergonhoso.,0.8413
62,manual_data,a skeleton in the closet,um esqueleto no armário,gpt,prompt2,gemmaX,sem_prompt,um esqueleto no armário,0.95
499,manual_data,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gpt,prompt4,Eles estão trocando ideias na sala de aula.,0.9708
499,manual_data,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemini,prompt2,Eles estão tendo uma discussão na sala de aula.,0.95
499,manual_data,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemini,prompt4,Estão a trocar ideias na sala de aula.,0.9399
499,manual_data,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemma3,prompt2,Eles estão tendo uma discussão na sala de aula.,0.95
499,manual_data,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemma3,prompt4,Um diálogo floresce na sala de aula.,0.9469
499,manual_data,They are having a discussion in the classroom.,Eles estão tendo uma discussão na sala de aula.,gpt,prompt2,gemmaX,sem_prompt,Eles estão tendo uma discussão na sala de aula.,0.95
208,manual_data,He called his parents yesterday.,Ele chamou os pais dele ontem.,gpt,prompt2,gpt,prompt4,Ele entrou em contato com os pais ontem.,0.9434
208,manual_data,He called his parents yesterday.,Ele chamou os pais dele ontem.,gpt,prompt2,gemini,prompt2,Ele ligou para os pais dele ontem.,0.9469
208,manual_data,He called his parents yesterday.,Ele chamou os pais dele ontem.,gpt,prompt2,gemini,prompt4,Ele ligou para a base ontem.,0.9262
208,manual_data,He called his parents yesterday.,Ele chamou os pais dele ontem.,gpt,prompt2,gemma3,prompt2,Ele ligou para os pais dele ontem.,0.9469
208,manual_data,He called his parents yesterday.,Ele chamou os pais dele ontem.,gpt,prompt2,gemma3,prompt4,Ele telefonou para os pais no ontem.,0.929
208,manual_data,He called his parents yesterday.,Ele chamou os pais dele ontem.,gpt,prompt2,gemmaX,sem_prompt,Ele ligou para os pais dele ontem.,0.9469
4,manual_data,He likes to watch movies in his free time.,"Ele gosta de assistir filmes em seu tempo livre.
",gemini,prompt2,gpt,prompt2,Ele gosta de assistir a filmes no seu tempo livre.,0.9539
4,manual_data,He likes to watch movies in his free time.,"Ele gosta de assistir filmes em seu tempo livre.
",gemini,prompt2,gpt,prompt4,Ele gosta de assistir a filmes em seu tempo livre.,0.9506
4,manual_data,He likes to watch movies in his free time.,"Ele gosta de assistir filmes em seu tempo livre.
",gemini,prompt2,gemini,prompt4,Ele se delicia com filmes nos tempos livres.,0.9349
4,manual_data,He likes to watch movies in his free time.,"Ele gosta de assistir filmes em seu tempo livre.
",gemini,prompt2,gemma3,prompt2,Ele gosta de assistir filmes no tempo livre.,0.9637
4,manual_data,He likes to watch movies in his free time.,"Ele gosta de assistir filmes em seu tempo livre.
",gemini,prompt2,gemma3,prompt4,Ele se perde nas telonas quando o tempo é dele.,0.8917
4,manual_data,He likes to watch movies in his free time.,"Ele gosta de assistir filmes em seu tempo livre.
",gemini,prompt2,gemmaX,sem_prompt,Ele gosta de assistir filmes em seu tempo livre.,0.9539
422,manual_data,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",gemini,prompt2,gpt,prompt2,Eles estão planejando uma viagem para a Europa.,0.954
422,manual_data,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",gemini,prompt2,gpt,prompt4,Eles estão planejando uma viagem à Europa.,0.9636
422,manual_data,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",gemini,prompt2,gemini,prompt4,Estão com a Europa na mira.,0.9093
422,manual_data,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",gemini,prompt2,gemma3,prompt2,Eles estão planejando uma viagem para a Europa.,0.954
422,manual_data,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",gemini,prompt2,gemma3,prompt4,Eles estão traçando rotas para o Velho Mundo.,0.9348
422,manual_data,They are planning a trip to Europe.,"Eles estão planejando uma viagem para a Europa.
",gemini,prompt2,gemmaX,sem_prompt,Eles estão planejando uma viagem para a Europa.,0.954
527,manual_data,clear as crystal,"Claro como cristal
",gemini,prompt2,gpt,prompt2,claro como cristal,0.9442
527,manual_data,clear as crystal,"Claro como cristal
",gemini,prompt2,gpt,prompt4,claro como a água cristalina,0.8675
527,manual_data,clear as crystal,"Claro como cristal
",gemini,prompt2,gemini,prompt4,Cristalino.,0.8067
527,manual_data,clear as crystal,"Claro como cristal
",gemini,prompt2,gemma3,prompt2,Claro como água.,0.8844
527,manual_data,clear as crystal,"Claro como cristal
",gemini,prompt2,gemma3,prompt4,Limpido como água de nascente.,0.8379
527,manual_data,clear as crystal,"Claro como cristal
",gemini,prompt2,gemmaX,sem_prompt,claro como cristal,0.9442
516,manual_data,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,gemma3,prompt2,gpt,prompt2,Eu fiz uma xícara de chá para mim mesmo.,0.9882
516,manual_data,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,gemma3,prompt2,gpt,prompt4,Preparei uma xícara de chá para mim.,0.9499
516,manual_data,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,gemma3,prompt2,gemini,prompt2,Fiz uma xícara de chá para mim.,0.9783
516,manual_data,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,gemma3,prompt2,gemini,prompt4,Preparei um chá para mim.,0.9585
516,manual_data,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,gemma3,prompt2,gemma3,prompt4,Preparei um chá para me acalmar.,0.9255
516,manual_data,I made a cup of tea for myself.,Eu preparei uma xícara de chá para mim.,gemma3,prompt2,gemmaX,sem_prompt,Fiz uma chávena de chá para mim.,0.9477
449,manual_data,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,gemma3,prompt2,gpt,prompt2,Ela cozinhou o jantar para sua família.,0.9668
449,manual_data,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,gemma3,prompt2,gpt,prompt4,Ela preparou o jantar para a família.,0.9689
449,manual_data,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,gemma3,prompt2,gemini,prompt2,Ela preparou o jantar para a família dela.,0.9543
449,manual_data,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,gemma3,prompt2,gemini,prompt4,Ela preparou um banquete para a família.,0.9626
449,manual_data,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,gemma3,prompt2,gemma3,prompt4,Ela preparou o ninho para sua família.,0.958
449,manual_data,She cooked dinner for her family.,Ela cozinhou o jantar para a família dela.,gemma3,prompt2,gemmaX,sem_prompt,Ela cozinhou o jantar para sua família.,0.9668
542,manual_data,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",gemma3,prompt2,gpt,prompt2,Ela teve uma reunião com seu chefe.,0.9554
542,manual_data,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",gemma3,prompt2,gpt,prompt4,Ela teve uma conversa com seu chefe.,0.9824
542,manual_data,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",gemma3,prompt2,gemini,prompt2,Ela teve uma reunião com seu chefe.,0.9554
542,manual_data,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",gemma3,prompt2,gemini,prompt4,Ela teve um encontro com o leão.,0.9559
542,manual_data,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",gemma3,prompt2,gemma3,prompt4,Ela teve um desfile com o patrão.,0.9539
542,manual_data,She had a meeting with her boss.,"Ela teve uma reunião com seu chefe.
",gemma3,prompt2,gemmaX,sem_prompt,Ela teve uma reunião com seu chefe.,0.9554
35,manual_data,back to square one,"De volta à estaca zero.
",gemma3,prompt2,gpt,prompt2,de volta à estaca zero,0.9269
35,manual_data,back to square one,"De volta à estaca zero.
",gemma3,prompt2,gpt,prompt4,de volta à estaca zero,0.9269
