indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl,quartil
851,newsmet,gemma3,prompt4,Sportscaster Dick Enberg Found Dead at Home at Age 82,"O locutor esportivo Dick Enberg findou seu caminho aos 82 anos.
",0,2162,Q2
856,newsmet,gpt,prompt4,Trump’s Interior Secretary Is Overhauling Obama-Era Sage Grouse Protections,O Secretário do Interior de Trump está reformulando as proteções para o gavião-sábio da era Obama.,0,2229,Q2
857,newsmet,gemma3,prompt4,"They Quietly Left the Church, but the Sexual Abuse Continued","Silenciosamente, abandonaram a igreja, mas a ferida persistiu.",0,1980,Q2
858,newsmet,gemini,prompt4,"Why I stand for the national anthem, and why I will never force anyone else to stand","Por que me mantenho firme no hino nacional, e por que jamais forçarei ninguém a se manter.
",0,2158,Q2
861,newsmet,gemini,prompt4,Illegal Immigrant Faces Federal Charges in Kate Steinle's Death,"Imigrante em situação irregular encara a forca da lei federal na morte de Kate Steinle.
",0,1985,Q2
862,newsmet,gpt,prompt4,And Then There Were Two: 2nd Woman Accuses Franken of Groping,E Então Apenas Restaram Duas: 2ª Mulher Acusa Franken de Apreensão Indevida,0,2128,Q2
864,newsmet,gemini,prompt4,15-Minute Stand-Up Specials? Netflix Is Trying a New Format,"Netflix: Novos Especiais de Stand-Up com Sabor de Minuto
",0,2502,Q1
865,newsmet,gemma3,prompt4,"Pope Urges End to Venezuela Violence, Prays for Victims","O Papa clama pelo fim da violência na Venezuela, oferece orações às vítimas.",0,2176,Q2
866,newsmet,gemma3,prompt4,Live-In Grandparents Helped Human Ancestors Get a Safer Night’s Sleep,Avós que moravam na casa auxiliaram os ancestrais humanos a ter noites mais tranquilas.,0,2491,Q1
867,newsmet,gemini,prompt4,"Truck follows GPS directions onto boardwalk, leaving trail of damage behind","O caminhão, seguindo as coordenadas do GPS, adentra a passarela de madeira, deixando um rastro de destruição.
",0,2452,Q1
870,newsmet,gemini,prompt4,"‘I Voted for Donald Trump, and I Regret It’","Votei no Trump, e agora engulo a seco.
",0,2575,Q1
871,newsmet,gemma3,prompt4,Chester Bennington commits suicide at age 41 mainstream media report,"Chester Bennington finda seus dias aos 41 anos, a mídia de massa noticiando a partida.
",0,2345,Q1
873,newsmet,gemma3,prompt4,National secret ‘inmate swap’ program may have spread ‘popular’ neo-Nazi prison gang’s ideology across US,"Programa secreto nacional de troca de detentos pode ter disseminado a ideologia de gangue neonazista 'popular' nas prisões dos EUA por todo o país.
",0,2200,Q2
874,newsmet,gemma3,prompt4,Four States Declare ‘State of Emergency’ as Tropical Storm Nate Approaches,Quatro estados decretam'situação de emergência' à medida que a Tempestade Tropical Nate se aproxima.,0,2328,Q1
876,newsmet,gemma3,prompt4,Dragon Ball Super' give the clue to easily defeat UI Vegito,Desvendar a fenda no espelho.,0,2511,Q1
878,newsmet,gpt,prompt4,SUDDEN JIHAD SYNDROME? Toronto police can’t seem to figure out the motive of a Muslim man who went on a shooting spree in Toronto,SÍNDROME DO JIHAD SÚBITO,0,2395,Q1
879,newsmet,gpt,prompt4,White nationalist rally: Obama quotes Nelson Mandela's 'Long Walk to freedom',Relação de nacionalistas brancos: Obama cita Nelson Mandela em 'Uma longa caminhada até a liberdade'.,0,2114,Q2
882,newsmet,gemma3,prompt4,"Eduardo del Río, Cartoonist Who Mocked Politics and Religion, Dies at 83","Eduardo del Río, o cartunista que zombou da política e da religião, finou-se aos 83 anos.",0,1935,Q2
883,newsmet,gpt,prompt4,Truman Put Nukes In Guam And Gave The Order To Nuke North Korea,Truman colocou bombas em Guam e deu a ordem para estourar a Coreia do Norte.,0,2277,Q1
886,newsmet,gemini,prompt4,"Immigrant youth rallied for DREAM Act in D.C., the streets—and outside Speaker Ryan's house","A juventude imigrante fez vibrar a esperança do DREAM Act em D.C., nas ruas — e na porta da casa do Deputado Ryan.
",0,2008,Q2
890,newsmet,gemini,prompt4,Las Vegas Shooter Brought More Than 10 Suitcases Into The Hotel,"O atirador de Las Vegas trouxe mais do que 10 malas cheias de trevas para o hotel.
",0,2170,Q2
892,newsmet,gemini,prompt4,"James Comey is tweeting again, this time quoting the chief Nuremberg prosecutor","Comey tuitando de novo, desta vez citando o carrasco-mor de Nuremberg.
",0,2148,Q2
893,newsmet,gemma3,prompt4,Black Man Who Wielded Flamethrower During White Nationalist Rally in Charlottesville is Arrested,Homem negro que empunhou lança-chamas durante comício de nacionalistas brancos em Charlottesville é preso.,0,2583,Q1
894,newsmet,gemini,prompt4,"Hah-Hah! Julian Assange Masterfully Trolls John Podesta For Complaining About Being a ""Victim""","Hah-Hah! Julian Assange saboreia a cana de John Podesta por se fazer de ""vítima"".
",0,2269,Q1
897,newsmet,gemini,prompt4,This Female Small Business Owner Wants Tax Reform. Not Handouts.,"Esta empreendedora, dona de um pequeno negócio, anseia por uma reforma tributária. Não por esmolas.
",0,2326,Q1
901,newsmet,gemini,prompt4,Ed Sheeran says no one wants to see him back in 'Game of Thrones',"Ed Sheeran diz que ninguém quer vê-lo de volta em 'Game of Thrones'.
",0,2436,Q1
906,newsmet,gemini,prompt4,Jerry Falwell Can't Say If There Were 'Very Fine People' in Charlottesville,"Jerry Falwell não soube dizer se havia ""gente muito fina"" em Charlottesville.
",0,2270,Q1
907,newsmet,gemma3,prompt4,Tim Tebow Hits Homer After Embrace With Autistic Boy,Tim Tebow despacha a bola após o abraço com o garoto autista.,0,2301,Q1
910,newsmet,gemini,prompt4,NFL: The Kansas City Chiefs defeat the Philadelphia Eagles 27-20,"Os Chiefs de Kansas City abatem as Águias da Filadélfia por 27 a 20.
",0,2018,Q2
911,newsmet,gemma3,prompt4,"Kidnapped Pharmacist Gives Violent Gunman Drugs, He Doesn’t Realize What Kind Until It’s Too Late","Farmacêutico Sequestrado Oferece Drogas a Abalado Armado, Sem Saber a Real Potência Até Ser Tarde Demais.",0,2563,Q1
913,newsmet,gpt,prompt4,PERFORMANCE ANXIETY: John McAfee Says He Will Still ‘Eat His Own D*ck’ If Wrong About Bitcoin,ANSIEDADE DE PERFORMANCE: John McAfee Diz Que Ainda 'Comerá Seu Próprio Pênis' Se Estiver Errado Sobre Bitcoin.,0,2292,Q1
915,newsmet,gpt,prompt4,CNN Panel Claims Trump Mentally Ill Then Denies It,Painel da CNN Afirma que Trump Está Louco e Depois Desmente.,0,2319,Q1
917,newsmet,gpt,prompt4,"Norman Baker, Adventurer, Dies at 89; Crossed Atlantic on Reed Raft","Norman Baker, Aventureiro, Parte aos 89; Cruzou o Atlântico em uma Balsa de Juncos.",0,2237,Q2
919,newsmet,gemma3,prompt4,AWKWARD! MoveOn.org establishes ‘new definition of chutzpah’ by supporting this hashtag,Uma dose cavalar de audácia.,0,2519,Q1
921,newsmet,gpt,prompt4,The Pneumonic Plague Killed 50 Million People in the Middle Ages and Now It’s Back (VIDEO),A Peste Pneumônica Levou 50 Milhões de Vidas na Idade Média e Agora Está de Volta (VÍDEO),0,2249,Q2
922,newsmet,gemma3,prompt4,Spoilers hint at drama unanswered questions and scheming on 'General Hospital',"Sinais revelam turbulências, perguntas sem resposta e teias de conspiração em 'General Hospital'.",0,1963,Q2
923,newsmet,gpt,prompt4,Cindy Crawford and Rande Gerber Just Bought Another Incredible Home,Cindy Crawford e Rande Gerber Acabaram de Adquirir Outra Casa Espetacular.,0,2049,Q2
926,newsmet,gemma3,prompt4,Back to Saturn? Five Missions Proposed to Follow Cassini,Retorno a Saturno: Cinco Missões para Dar Seguimento a Cassini.,0,1987,Q2
928,newsmet,gemini,prompt4,Manafort accused of lying to bankruptcy court — by his own son-in-law,"Manafort, acusado de mentir ao tribunal de falência — pelo próprio genro.
",0,2553,Q1
932,newsmet,gemma3,prompt4,I'm Writing a Book About Andrew Cuomo (So You Don't Have To),Estou escrevendo um livro sobre Andrew Cuomo (para você não ter que).,0,2430,Q1
934,newsmet,gpt,prompt4,Designer of Roy Halladay Plane Died While Flying One Earlier This Year,Designer do avião de Roy Halladay morreu enquanto voava com um anterior este ano.,0,2060,Q2
935,newsmet,gemma3,prompt4,Joe Biden Charging Hundreds of Dollars to Those Who Want a Signed Copy of His Latest Book,Joe Biden cobrando centenas de dólares para quem deseja uma cópia autografada de seu último livro.,0,2403,Q1
936,newsmet,gemma3,prompt4,Dragon Ball Super' a new Super Warrior will interrupt the Tournament of Power,"Um novo guerreiro, vindo de outro lugar, irá estourar a bolha do Torneio do Poder.",0,2326,Q1
938,newsmet,gpt,prompt4,HOLY COW: Susan Rice tweet about Bowe Bergdahl and his family from 2014 will ENRAGE you,SANTA VACAMEDO: O tuíte de Susan Rice sobre Bowe Bergdahl e sua família de 2014 vai te deixar furioso.,0,2339,Q1
944,newsmet,gemini,prompt4,"David Ferry Won the National Book Award in His 80s. In His 90s, He Has Translated Virgil.","David Ferry ganhou o Prêmio Nacional do Livro aos 80 anos. Já aos 90, traduz Virgílio.
",0,2283,Q1
945,newsmet,gemma3,prompt4,There is no reason for the health insurance industry to exist,Não há porquê sustentar a engrenagem do seguro de saúde.,0,2422,Q1
946,newsmet,gemma3,prompt4,"Trump-CNN Meme Creator Apologizes, Reveals Video POTUS Tweeted ‘Was Not Original Post’","O criador do meme Trump-CNN pede desculpas, revela que o vídeo que o POTUS tuitou ""não era a posta original"".",0,1998,Q2
947,newsmet,gemini,prompt4,Google employees plotted with Antifa terror groups to wage violent revolution to overthrow President Trump,"Funcionários do Google tramaram com grupos terroristas da Antifa para incendiar uma revolução e derrubar o Presidente Trump.
",0,2149,Q2
952,newsmet,gpt,prompt4,Russian General Killed in Syria and You’ll Never Believe Who Gets the Blame,General russo morto na Síria e você nunca vai acreditar em quem colocam a culpa.,0,2377,Q1
954,newsmet,gemma3,prompt4,Trump tries to change the subject from 'he knew what he signed up for' to uranium,"Desviar o olhar do ""você sabia no que entrava"" para o urânio.",0,2216,Q2
955,newsmet,gemini,prompt4,Fired TV Reporter: I’ve Received Thousands of ‘Sexual and Violent’ Threats,"Repórter de TV Demitido: Recebi milhares de ""pedradas"" sexuais e violentas.
",0,2037,Q2
957,newsmet,gemini,prompt4,"Trump, Putin agree to ceasefire deal for south-western Syria","Trump e Putin selam a paz na Síria, como dois donos de cassino dividindo a aposta.
",0,2546,Q1
958,newsmet,gemma3,prompt4,"Probably Not Good- Russian-funded Facebook ads backed Stein, Sanders and Trump-Politico","Provavelmente Não Era Boa Sorte – Anúncios do Facebook financiados pela Rússia apoiaram Stein, Sanders e Trump – Politico

**À Beira do Abismo – Publicidade no Facebook, corda russa, e a dança perigosa de Stein, Sanders e Trump – Politico**
",0,2106,Q2
959,newsmet,gemini,prompt4,"‘WTF is going on’? Paul Manafort is suing Rod Rosenstein, Robert Mueller, AND the DOJ","Que raio está pegando fogo?!
",0,2542,Q1
960,newsmet,gemini,prompt4,Alibaba Co-Founder Joseph Tsai Said to Buy Brooklyn Nets Stake,"Joseph Tsai, cofundador do Alibaba, crava a bandeira nos Nets de Brooklyn.
",0,2046,Q2
963,newsmet,gemma3,prompt4,The makers of the Solarin secure cellie are building a bitphone,Os artesãos da célula segura Solarin estão forjando um sussurro tecnológico.,0,2253,Q2
965,newsmet,gpt,prompt4,"Little Boy Forgot Lunch Money And Asks School For Food, Look What They Gave Him","Menino Esquecido o Dinheiro do Almoço Pede Comida à Escola, Veja o Que Eles Deram a Ele.",0,2359,Q1
967,newsmet,gemma3,prompt4,P.S. I Love You: Postscripts a Powerful Marketing Tool,"P.S. Eu Te Amo: Pós-escritos, Uma Ferramenta de Marketing Poderosa.
",0,2050,Q2
969,newsmet,gpt,prompt4,"Today's ""Oh My"" Rant: Trump is Increasingly Doing it Alone","O Desabafo de Hoje ""Oh Meu"": Trump Está Cada Vez Mais Fazendo Isso Sozinho.",0,2316,Q1
974,newsmet,gpt,prompt4,GOP Senatorial Committee Chair Says Senate Should Expel Roy Moore If He Wins,O presidente do Comitê Senatorial do GOP diz que o Senado deve dar um pé na bunda de Roy Moore se ele vencer.,0,2031,Q2
975,newsmet,gemini,prompt4,Arrest Warrant Issued for Model Who Wore Tee-Shirt and Skirt in Saudi Arabia Streets,"Um mandado de captura foi emitido contra a modelo que ousou desfiar saia e camiseta pelas ruas da Arábia Saudita.
",0,2540,Q1
976,newsmet,gemma3,prompt4,What Would You Do If Satanists Erected a Giant Pentagram in Your Local Park?,"O que você faria se satanistas erguessem um pentagrama gigante no seu parque local?
",0,2463,Q1
977,newsmet,gemma3,prompt4,"Modern Love Podcast: Betty Gilpin Reads ‘A Lost Child, but Not Mine’","**Amor Moderno: Betty Gilpin lê ‘Um Filho Perdido, Mas Não o Meu’**

(Introdução musical)

**Betty Gilpin:** Há um tipo de luto que você observa à distância, como um navio afundando no horizonte. Você joga um colete salva-vidas, mas a distância é traiçoeira. Você pode gritar, pode acenar, mas a vastidão do oceano engole seus esforços.

Este conto, “Um Filho Perdido, Mas Não o Meu”, de Eileen Garvin, me pegou como uma onda inesperada. Uma onda que, ao que parece, a maioria das pessoas não sente. É sobre o estranho, o agridoce, o quase indecente espaço entre o amor que você tem e o amor que você *não* tem.

A história acompanha uma mulher que se torna amiga da mãe de uma criança desaparecida. Uma amizade forjada no fogo da desesper",0,1947,Q2
982,newsmet,gemini,prompt4,Thousands of DACA Recipients Are Already Losing Their Protection From Deportation,"Milhares de Sonhadores já estão vendo a terra tremer sob seus pés.
",0,2036,Q2
983,newsmet,gemini,prompt4,Hurricane Irma Makes Landfall in Caribbean as Category 5 Storm,"Irma, a Fúria Furiosa, Desembarca no Caribe como um Monstro de Categoria 5.
",0,2000,Q2
984,newsmet,gpt,prompt4,Chilling! UK Acid Attack Victim Speaks Out (Shocking Video),Frio na espinha! Vítima de ataque ácido no Reino Unido se pronuncia (Vídeo chocante),0,2076,Q2
988,newsmet,gemma3,prompt4,Man Ends Up in the Hospital After Drinking “Satan’s Shot” Vodka,"Homem Termina em Hospital Após Engolir ""O Tiro de Satanás"" Vodka.",0,2367,Q1
990,newsmet,gemma3,prompt4,What prompted Trump's ban on transgender service? Wall funding.,O que atiçou a proibição de Trump sobre transgêneros no serviço? O financiamento pisou na bola.,0,2432,Q1
994,newsmet,gpt,prompt4,Palestinian PM to Visit Gaza Next Week for Reconciliation Efforts,O Primeiro-Ministro Palestino Visitara Gaza na Próxima Semana para Esforços de Reconciliar.,0,2291,Q1
995,newsmet,gemini,prompt4,Manafort Used Trump Campaign Email to Correspond With Ukrainian Contact,"Manafort usou o e-mail da campanha de Trump para trocar mensagens com um contato ucraniano.
",0,2242,Q2
998,newsmet,gemini,prompt4,"Edgar Smith, Killer Who Duped William F. Buckley, Dies at 83","Edgar Smith, Assassino Que Enganou William F. Buckley, Parte Para a Outra
",0,2509,Q1
999,newsmet,gpt,prompt4,Cuomo Considering Monitor for NYCHA Amid Lead Paint Scandal,Cuomo considera supervisor para a NYCHA em meio ao escândalo da tinta à base de chumbo.,0,2194,Q2
1002,newsmet,gemma3,prompt4,Gary Cohn Sold Someone a Bunch of Dying Cows,Gary Cohn vendeu um bando de gado doente.,0,2500,Q1
1007,newsmet,gemini,prompt4,"[VIDEO] Adult Film Star/Band Teacher Ends Both Careers, Upon Discovery of Double Life","[VIDEO] Estrela Pornô/Professor de Banda Encerra Ambas as Carreiras Após Descoberta de Vida Dupla
",0,2040,Q2
1009,newsmet,gemini,prompt4,"Joe Taub, Basketball Fan Who Became Part Owner of the Nets, Dies at 88","Joe Taub, fã de basquete que se tornou acionista dos Nets, encerra a partida aos 88 anos.
",0,2298,Q1
1010,newsmet,gemma3,prompt4,​BREAKING: Limerick Man Swears He Didn’t Invite Facebook Friend To Messenger There,URGENTE: Homem de Limerick jura que não chamou o amigo do Facebook para uma conversa no Messenger.,0,2300,Q1
1011,newsmet,gpt,prompt4,"Maurice Bluestein, Who Modernized the Wind Chill Index, Dies at 76","Maurice Bluestein, que modernizou o Índice de Sensação Térmica, faleceu aos 76 anos.",0,2161,Q2
1012,newsmet,gemma3,prompt4,Lewandowski approved Page's Moscow Trip the same day Papadopoulos contact asked for someone else,"A viagem de Lewandowski a Moscou, aprovada com selo, no mesmo dia em que o pedido de Papadopoulos por outra pessoa ecoou.",0,2382,Q1
