indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl
2328,newsmet,gemini,prompt4,REAL ID Allows Feds to Suspend Driver’s Licenses for “Cause” (VIDEO),"A Lei da Identidade Genuína entrega as chaves da carteira de motorista aos federais, que podem dar um ""xeque-mate"" por qualquer ""motivo"" (VÍDEO).
",0,2191
1804,newsmet,gpt,prompt4,Project Veritas Drops Another Video Bomb Of CNN Producer Mocking Chris Cuomo [VIDEO],Project Veritas Lança Mais Uma Bomba de Vídeo de Produtor da CNN Zombando de Chris Cuomo [VÍDEO],0,2191
1346,newsmet,gpt,prompt4,Reverend Says Brits Should Pray Prince George Turns Out Gay,O reverendo diz que os britânicos deveriam rezar para que o príncipe George saia do armário.,0,2190
163,newsmet,gemma3,prompt4,Trump White House trashes CBO for being inaccurate — and proceeds to misspell ‘inaccurately’,"A Casa Branca de Trump ataca o CBO por ser impreciso — e segue a patada, soletrando ""inaccurately"" de forma errada.",0,2190
2359,newsmet,gemma3,prompt4,"Paulina Gretzky Busts Out Her Red, White And Blue Bikini For The 4th Of July","Paulina Gretzky Desfila Seu Biquíni Vermelho, Branco e Azul para o 4 de Julho.",0,2189
447,newsmet,gemini,prompt4,"With no explanation, Trump fired the entire Presidential Advisory Council on HIV","Sem dar explicações, Trump passou a foice na assessoria sobre HIV.
",0,2189
1839,newsmet,gpt,prompt4,Shady data mining firm sought Clinton dirt from WikiLeaks right after getting hired by Trump,Empresa de mineração de dados nebulosa buscou sujeira sobre Clinton no WikiLeaks logo após ser contratada por Trump.,0,2188
1609,newsmet,gemma3,prompt4,Cardinal Says Countries Have Right to Reject Migrants Who Won’t Assimilate,O Cardeal Declara que Países Têm o Direito de Rejeitar Migrantes que Recusam-se a Integrar.,0,2188
538,newsmet,gemini,prompt4,“I Can’t Believe My Public Service Card Will Hold So Much Information” Says Facebook User,"""Não consigo acreditar que meu RG vai carregar tanta história"" diz um usuário do Facebook.
",0,2187
377,newsmet,gemma3,prompt4,"Morning Digest: GOP turns to Missouri attorney general for Senate race, but he may face a primary","O Partido Republicano acende a chama em Missouri, mirando no procurador-geral para a disputa ao Senado, mas ele pode encarar um fogo cruzado nas primárias.",0,2187
1185,newsmet,gemma3,prompt4,Televangelist predicts Christians will begin a civil war if Trump gets impeached,Telepregador profetiza que cristãos iniciarão uma guerra civil se Trump for destituído.,0,2186
267,newsmet,gemini,prompt4,"Puerto Rico Faces ‘Apocalyptic’ Devastation, Says Governor — 70K in ‘Danger’","Porto Rico enfrenta devastação apocalíptica, diz governador — 70 mil em 'perigo'
",0,2186
431,newsmet,gpt,prompt4,Elegance on Display: How 68-year-old Patti LuPone vocalizes her Trump Derangement Syndrome (NSFW),"Elegância em Exibição: Como Patti LuPone, de 68 anos, vocaliza sua Síndrome de Derangement de Trump.",0,2185
1503,newsmet,gemini,prompt4,Rick and Morty' just killed off a fan favorite,"Rick and Morty acabou de mandar um queridinho para o andar de cima.
",0,2184
774,newsmet,gemma3,prompt4,Weekend Gun Show at Las Vegas Casino Is Canceled Following Mass Shooting,Exposição de Armas de Fim de Semana no Cassino de Las Vegas Desaparece Após Tragédia em Massa.,0,2184
1541,newsmet,gemma3,prompt4,Inez Barron Wants to Become the First Black NYC Council Speaker,Inez Barron almeja ascender ao posto de primeira presidente negra da Câmara Municipal de Nova York.,0,2183
1351,newsmet,gemini,prompt4,Pope Francis Criticizes Fake News Yet The MSM Is More Guilty Than Anyone,"Papa Francisco critica notícias falsas, mas a mídia tradicional é mais culpada do que todos.
",0,2183
2083,newsmet,gpt,prompt4,"Pittsburgh Steelers dropped the ball, lost to New England Patriots","Pittsburgh Steelers vacilaram, perderam para o New England Patriots.",0,2183
368,newsmet,gemma3,prompt4,Harlem Globetrotter Sets New Guinness World Record With Highest Upwards Shot,Harlem Globetrotters Alcançam Novo Patamar no Livro Guinness com Arremesso Ascendente Sem Precedentes.,0,2182
2544,newsmet,gemini,prompt4,Israel Hiding Its F-35 Warplane Hit By Syrian S-200 Missile?,"Israel teve seu F-35 abatido por um míssil S-200 sírio: um raio na escuridão.
",0,2181
724,newsmet,gemma3,prompt4,Trump Appellate Nominee Says Her Religion Supersedes the Constitution,Indicação de Trump para o Tribunal de Apelação Afirma que Sua Fé Está Acima da Constituição.,0,2181
805,newsmet,gpt,prompt4,Doug Jones's Gay Son Wore a Rainbow Flower Pin for Mike Pence to See,O Filho Gay de Doug Jones Usou um Broche de Flor Arco-Íris para que Mike Pence Vissem.,0,2181
2555,newsmet,gemma3,prompt4,New York doctor reveals horrifying tale of what abortions looked like during the 1950’s before Roe v. Wade,"Médico nova-iorquino desvela relato aterrador de como eram os abortos nos anos 50, antes de Roe v. Wade.",0,2180
2061,newsmet,gemma3,prompt4,VIDEO: Why we no longer need the mainstream media – Dr. Rich Swier,"VÍDEO: Por que já não precisamos mais da mídia tradicional – Dr. Rich Swier

[Tradução]

VÍDEO: O Crepúsculo da Voz Uníssona – Dr. Rich Swier

[Fim da Tradução]",0,2179
364,newsmet,gpt,prompt4,Sony will unveil its media showcase at the Paris Games week predictions for Sony,A Sony irá revelar seu espetáculo midiático na Semana dos Jogos de Paris.,0,2179
302,newsmet,gemini,prompt4,LeBron calls out Cavs teammates for prior beef with D-Wade,"LeBron joga na cara dos companheiros do Cavs as mágoas antigas com D-Wade.
",0,2179
1022,newsmet,gemini,prompt4,The NFL Might Be Changing Their Policy On Marijuana,"A NFL pode estar fumando um baseado com as próprias regras sobre maconha.
",0,2178
2496,newsmet,gpt,prompt4,This Deal On Knives Includes 81 Percent Off A #1 Bestseller,Esta oferta de facas tem um desconto de 81% em um dos mais vendidos.,0,2177
730,newsmet,gemma3,prompt4,Something lighter: Video shows dog honking car horn to get owner’s attention,Um toque de charme: vídeo mostra cão apitando o carro para chamar a atenção do dono.,0,2177
865,newsmet,gemma3,prompt4,"Pope Urges End to Venezuela Violence, Prays for Victims","O Papa clama pelo fim da violência na Venezuela, oferece orações às vítimas.",0,2176
1764,newsmet,gpt,prompt4,‘This is not our America’: Hispanic CEO quits Trump’s diversity council,Esta não é a nossa América.,0,2175
653,newsmet,gemma3,prompt4,Derek Jeter Discusses His New Job and (Sort of) Giancarlo Stanton,"Derek Jeter Discute Seu Novo Trabalho e (Mais ou Menos) Giancarlo Stanton

Derek Jeter Discute Seu Novo Emprego e (Meio Que) Giancarlo Stanton.",0,2175
1269,newsmet,gemini,prompt4,Boycott The Government? Ann Arbor City Council Members Take A Knee During Pledge,"Boicotar o Governo? Vereadores de Ann Arbor se ajoelham durante o juramento à bandeira.
",0,2174
1407,newsmet,gpt,prompt4,"David Madden, Former Fox Executive, Is Taking Over Programming at AMC","David Madden, Ex-executivo da Fox, Está Assumindo o Comando da Programação na AMC.",0,2174
85,newsmet,gemma3,prompt4,America lifts ban on import of elephant trophies from Africa,A América reabre as portas para as lembranças africanas de marfim.,0,2174
1902,newsmet,gemini,prompt4,How Funboy Floats Became the Ultimate Status Symbol on Instagram,"Como o Bonecão Inflável Virou o Troféu Máximo do Instagram.
",0,2173
439,newsmet,gpt,prompt4,Spotlight on green news & views: Hurricane Irma spins northward; Big Oil beats CA on drilling,Foco nas notícias e opiniões ambientais: O furacão Irma gira em direção ao norte; A Grande Petróleo supera a Califórnia na perfuração.,0,2173
1170,newsmet,gemma3,prompt4,Watch EyeSwoon’s Athena Calderone Make Her Favorite Fall Recipe,"Os Olhos Atentos de Watch Swoon Revelam a Receita de Outono Favorita de Athena Calderone.
",0,2173
1378,newsmet,gemma3,prompt4,Hate Group's Email Uses Nazi Imagery to Denounce LGBT People,E-mail de Grupo de Ódio Usa Imagens Nazistas para Condenar Pessoas LGBT.,0,2172
716,newsmet,gemma3,prompt4,Making It Relevant: Helping Students Connect Their Studies to the World Today,Despertando o Propósito: Ajudando Alunos a Encaixar os Estudos no Mundo de Hoje.,0,2171
2511,newsmet,gpt,prompt4,"Review: In Season 2, ‘The Good Place’ Blows Itself Up, Hilariously","Crítica: Na Temporada 2, 'The Good Place' Se Auto-Sabotou, de Forma Hilária.",0,2171
1964,newsmet,gemini,prompt4,Global Organic Manure Market 2017-2022: Market to Remain the Fastest Growing market- Research and Markets,"Mercado Global de Adubo Orgânico: 2017-2022 - O Mercado Continua a Vento em Popa - Research and Markets
",0,2171
2541,newsmet,gemma3,prompt4,WHOOPS! Maybe the New York Times SHOULDN’T have fired all those copy editors,Ops! Quem sabe o New York Times não deveria ter mandado os revisores de texto todos para a vala?,0,2170
890,newsmet,gemini,prompt4,Las Vegas Shooter Brought More Than 10 Suitcases Into The Hotel,"O atirador de Las Vegas trouxe mais do que 10 malas cheias de trevas para o hotel.
",0,2170
105,newsmet,gemma3,prompt4,Coughlin to Raise Funds for Democrats in Battleground Districts,Coughlin para reacender a esperança em distritos decisivos.,0,2169
687,newsmet,gemini,prompt4,Dragon Ball Super' new spoiler explains the Caulifla-Kale relationship,"A mais recente fagulha de Dragon Ball Super revela a dinâmica entre Caulifla e Kale.
",0,2169
693,newsmet,gpt,prompt4,#Takeaknee Why you should watch a football game tomorrow!!,#Ajoelhou Tem um motivo para assistir a um jogo de futebol amanhã!!,0,2168
1732,newsmet,gemini,prompt4,Huffington Post Misrepresents Islam To Give ISIS A Pass,"O Huffington Post maquia o Islã para absolver o ISIS.
",0,2168
1235,newsmet,gemma3,prompt4,Iran Complains Instagram Shut Down Terror Chief ‘Hero’ Qasem Soleimani’s Page,Irã reclama do fechamento da página do 'herói' terrorista Qasem Soleimani no Instagram.,0,2168
1615,newsmet,gemini,prompt4,Photogallery - 'Dragon Ball Super' Spoilers reveal the next universe that will be erased,"Fotogaleria - Spoilers de 'Dragon Ball Super' revelam o próximo universo a ser riscado do mapa.
",0,2167
1980,newsmet,gemma3,prompt4,"Summer Reading Contest Winner, Week 4 | On ‘Liu Xiaobo, Chinese Dissident Who Won Nobel While Jailed, Dies at 61’","Vencedor do Concurso de Leitura de Verão, Semana 4 | Sobre ‘Liu Xiaobo, Dissidente Chinês que Ganhou o Nobel Enquanto Prisioneiro, Despede-se aos 61 Anos’
",0,2167
1703,newsmet,gemma3,prompt4,Tamra Judge's birthday brings out interesting social media comments,"O aniversário de Tamra Judge acende o pavio de comentários sociais instigantes.
",0,2166
1616,newsmet,gpt,prompt4,Mylan finalizes their soft $465 million settlement over EpiPen defrauding of American taxpayers,A Mylan encerra seu acerto suave de $465 milhões sobre a fraude do EpiPen contra os contribuintes americanos.,0,2166
298,newsmet,gemini,prompt4,"Dr. Michael Salla, Exopolitics.org 12-27-17… “Trump Executive Order targets Deep State & Opens Door to Full Disclosure”","Ordem Executiva de Trump mira no Estado Profundo e escancara a porta da Revelação Total.
",0,2166
1292,newsmet,gemini,prompt4,Local PA activist Katie Muth takes on anti-women's health commissioner publicly and wins!,"A ativista local da Pensilvânia, Katie Muth, enfrenta publicamente um comissário anti-saúde feminina e sai vitoriosa!
",0,2165
2086,newsmet,gemma3,prompt4,Treasury Inspector General Finds No Political Meddling in Tax Analysis,O Inspetor-Geral do Tesouro descarta dedo na massa da análise tributária.,0,2165
351,newsmet,gpt,prompt4,"Mohammed bin Salman bought ""Salvatore Mundi"". Talibangelical heads explode in...","Mohammed bin Salman comprou ""Salvatore Mundi"". As cabeças dos talibangelicais explodem em...",0,2164
2391,newsmet,gemini,prompt4,Wait Until You See How Trump Has ‘Renovated’ The White House (PHOTOS),"Espere até ver como Trump ""reformou"" a Casa Branca (FOTOS)
",0,2164
73,newsmet,gpt,prompt4,WaPo: Russians Used Facebook 'Retargeting' Tool to Mess with 2016 Election,Russos Usaram Ferramenta de 'Reimpacto' do Facebook para Bagunçar a Eleição de 2016.,0,2163
254,newsmet,gemini,prompt4,Cernovich Promises to Expose Top Democrat Accused of Sexual Harassment Tonight,"Cernovich promete desvendar podre de cacique democrata acusado de assédio sexual, hoje à noite.
",0,2163
851,newsmet,gemma3,prompt4,Sportscaster Dick Enberg Found Dead at Home at Age 82,"O locutor esportivo Dick Enberg findou seu caminho aos 82 anos.
",0,2162
1011,newsmet,gpt,prompt4,"Maurice Bluestein, Who Modernized the Wind Chill Index, Dies at 76","Maurice Bluestein, que modernizou o Índice de Sensação Térmica, faleceu aos 76 anos.",0,2161
1812,newsmet,gpt,prompt4,Green Bay Packers put Aaron Rodgers on IR again,Os Green Bay Packers colocaram Aaron Rodgers na lista de inativos novamente.,0,2160
664,newsmet,gemma3,prompt4,"East Germany Celebrated the Completion of the ""Anti Fascist"" Wall with Folk Songs and Stories","A Alemanha Oriental brindou a conclusão da ""Muralha Antifascista"" com cantos populares e contos.",0,2160
52,newsmet,gpt,prompt4,A Reporter’s East Africa File Cabinets Yield Untold Stories,Os Gavetas de História da Reporter na África Oriental Revelam Contos Inexplorados.,0,2159
212,newsmet,gemma3,prompt4,Secret Service Holds First Full-Scale Training Exercise at the White House,O Serviço Secreto realiza o primeiro simulado completo sob as paredes da Casa Branca.,0,2158
858,newsmet,gemini,prompt4,"Why I stand for the national anthem, and why I will never force anyone else to stand","Por que me mantenho firme no hino nacional, e por que jamais forçarei ninguém a se manter.
",0,2158
2505,newsmet,gpt,prompt4,"Targeting China’s Purchases, Congress Proposes Tougher Reviews of Foreign Investments","Direcionando as Compras da China, Congresso Propõe Revisões Mais Rigorosas de Investimentos Estrangeiros.",0,2157
114,newsmet,gemma3,prompt4,President Donald Trump lifts the Jones Act to help Puerto Rico,Donald Trump afrouxa as amarras da Lei Jones para socorrer Porto Rico.,0,2156
167,newsmet,gemma3,prompt4,Jessica Chastain teases about possible role on 'X-Men: Dark Phoenix',"Jessica Chastain instiga sobre um possível papel em 'X-Men: Fênix Negra', atiçando a curiosidade como uma brasa sob a cinza.
",0,2155
1352,newsmet,gpt,prompt4,CIA Director Pompeo contradicts Trump: Russia meddled with 2016 election,"O diretor da CIA, Pompeo, desafia Trump: a Rússia teve a mão na massa nas eleições de 2016.",0,2154
332,newsmet,gemma3,prompt4,Brazilian President’s Latest Attack on Environment Opens Amazon Reserve to Mining,Último ataque do presidente brasileiro ao meio ambiente abre reserva amazônica à mineração.,0,2154
1999,newsmet,gemma3,prompt4,This Safeguard Is Actually Putting Your Home at Risk,"Este amparo está, na verdade, minando os alicerces do seu lar.",0,2153
504,newsmet,gpt,prompt4,Sen Al Franken Exposed as Sex Predator Who Groped Unconscious Woman While Proudly Smiling for Sick Photo +Video,Senador Al Franken Exposto como Predador Sexual que Apalpou Mulher Inconsciente Enquanto Sorria Orgulhosamente para Foto doentia + Vídeo,0,2153
1521,newsmet,gemma3,prompt4,Afternoon Mirror: Reader Calls Me A ‘Truly Horrible Person’,Espelho da Tarde: Leitores Me Rotulam de Um 'Monstro de Home'.,0,2152
1033,newsmet,gpt,prompt4,Poll: George W. Bush’s favorability rating has nearly doubled since he left office,Enquete: A popularidade de George W. Bush quase dobrou desde que deixou o cargo.,0,2152
621,newsmet,gemini,prompt4,McCarthy announces Rodgers' replacement and also signs 3rd QB,"McCarthy anuncia o substituto de Rodgers e também contrata um terceiro goleiro.
",0,2152
